fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Id,quality
8.8,0.955,0.05,1.8,0.075,5.0,19.0,0.99616,3.3,0.44,9.6,1189.0,4
,0.4,0.57,4.6,0.08,6.0,20.0,0.99652,3.28,0.57,12.5,1190.0,6
6.5,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,1191.0,5
7.2,0.25,0.37,2.5,0.063,11.0,41.0,0.99439,,,12.4,1192.0,7
7.0,0.745,0.12,1.8,0.114,15.0,64.0,0.99588,3.22,0.59,9.5,1194.0,6
6.2,0.43,0.22,1.8,0.078,21.0,56.0,0.99633,3.52,0.6,9.5,1195.0,6
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,1197.0,6
7.7,0.26,0.26,2.0,,19.0,,0.9951,3.15,,10.9,1198.0,6
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,,0.58,9.5,1199.0,6
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,,9.8,,6
7.9,0.34,0.36,1.9,0.065,,10.0,0.99419,3.27,0.54,11.2,1201.0,7
8.6,0.42,0.39,1.8,0.068,,12.0,0.99516,3.35,0.69,11.7,1202.0,8
9.9,,,5.8,0.111,33.0,76.0,0.99878,3.14,,9.4,1203.0,5
7.2,0.36,0.46,2.1,0.074,24.0,44.0,,3.4,0.85,11.0,1204.0,7
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,1206.0,7
9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.99752,3.35,0.94,10.0,1207.0,5
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,1208.0,7
6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.99428,3.45,0.87,11.2,,7
6.8,0.65,0.02,2.1,0.078,,15.0,0.99498,3.35,0.62,10.4,1210.0,6
6.8,0.65,0.02,2.1,,8.0,15.0,0.99498,3.35,0.62,10.4,1212.0,6
10.2,0.33,0.46,1.9,0.081,6.0,9.0,0.99628,3.1,0.48,10.4,1214.0,6
7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,3.29,0.69,9.5,1216.0,6
9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.99478,3.2,0.83,10.9,1219.0,6
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,1220.0,6
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,1221.0,6
12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,1224.0,6
9.2,0.46,0.23,2.6,,18.0,77.0,0.99922,3.15,0.51,9.4,1225.0,5
7.5,0.58,0.03,4.1,,27.0,46.0,0.99592,3.02,0.47,9.2,1226.0,5
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,1227.0,5
5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.99157,3.68,0.73,13.6,1228.0,7
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,1229.0,5
7.7,0.18,,,0.066,15.0,58.0,0.9947,3.37,0.78,,1230.0,6
7.8,0.815,0.01,2.6,0.074,48.0,90.0,0.99621,3.38,0.62,10.8,1231.0,5
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,1232.0,5
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,1234.0,6
7.8,0.55,0.0,,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,1236.0,6
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,1237.0,6
8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,1238.0,4
6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,1239.0,4
7.5,0.61,0.2,1.7,0.076,36.0,,0.99494,3.1,0.4,9.3,1240.0,5
8.3,0.56,0.22,2.4,,10.0,86.0,0.9983,3.37,0.62,9.5,1243.0,5
7.4,0.55,0.19,1.8,0.0819999999999999,15.0,34.0,0.99655,3.49,0.68,10.5,1245.0,5
7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,1246.0,5
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,1250.0,6
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,1251.0,5
7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.99627,3.45,0.58,9.8,1252.0,5
7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,1253.0,5
7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,,5
7.5,0.59,0.22,1.8,0.0819999999999999,43.0,60.0,0.99499,3.1,0.42,9.2,1256.0,5
,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,,6
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,1258.0,6
8.6,0.635,0.68,1.8,0.4029999999999999,19.0,56.0,0.99632,3.02,1.15,9.3,1260.0,5
6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,1261.0,4
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,,5
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,1264.0,6
7.2,0.57,0.05,2.3,0.081,,36.0,0.99564,3.38,0.6,10.3,1265.0,6
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,1266.0,6
10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,1267.0,6
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,1268.0,6
5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,1270.0,6
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,1271.0,6
5.9,,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,1272.0,5
7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,,9.3,1273.0,5
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,1274.0,6
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,1275.0,6
8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,1276.0,4
7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,1277.0,6
,0.715,,2.3,0.075,13.0,,0.99688,3.24,0.54,9.5,1278.0,6
9.8,0.3,0.39,,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,1279.0,7
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,,1280.0,6
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,1281.0,6
7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,1282.0,6
8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,1283.0,6
7.0,,0.19,2.3,0.071,18.0,,0.99476,3.39,0.56,10.9,1284.0,5
11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,1285.0,5
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,1288.0,5
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,,1289.0,5
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,1290.0,5
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,1291.0,6
5.9,0.395,0.13,,,14.0,28.0,0.99362,3.62,0.67,,1292.0,6
,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,1296.0,5
7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,1297.0,6
5.7,0.6,0.0,,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,1298.0,6
7.6,1.58,0.0,2.1,0.1369999999999999,5.0,9.0,0.99476,3.5,0.4,10.9,1299.0,3
5.2,0.645,,2.15,0.08,15.0,28.0,0.99444,3.78,0.61,12.5,1300.0,6
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,1301.0,6
9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,1302.0,6
7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,1304.0,5
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,1305.0,5
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,1306.0,5
7.0,0.62,0.1,1.4,,27.0,63.0,0.996,3.28,0.61,9.2,1309.0,5
6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,1311.0,6
8.0,1.18,,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,1312.0,5
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,1315.0,6
5.4,0.74,0.0,1.2,0.0409999999999999,16.0,46.0,0.99258,4.01,,12.5,1316.0,6
9.1,0.76,0.68,1.7,0.414,18.0,64.0,0.99652,2.9,,9.1,1319.0,6
5.0,0.74,0.0,1.2,0.0409999999999999,16.0,46.0,0.99258,4.01,0.59,12.5,1321.0,6
,0.34,0.42,1.8,0.0579999999999999,9.0,18.0,0.99392,3.18,0.55,11.4,1322.0,5
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,1324.0,6
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,1325.0,6
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,1326.0,6
6.7,0.46,0.24,,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,1327.0,6
6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,1328.0,5
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,1329.0,6
7.4,0.6,0.26,2.1,0.083,,91.0,0.99616,3.29,0.56,9.8,1330.0,6
7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,1331.0,5
8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,1332.0,6
9.1,0.775,0.22,2.2,,12.0,48.0,0.9976,3.18,0.51,9.6,1333.0,5
7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.99608,3.39,0.52,10.0,,5
6.6,0.58,0.02,2.4,0.069,19.0,40.0,,3.38,0.66,12.6,1335.0,6
6.0,,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,,1336.0,5
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,1337.0,5
,0.5,,1.4,0.057,15.0,,0.99448,3.36,0.45,9.5,1338.0,5
,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,1339.0,6
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,1340.0,6
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,,10.5,1341.0,6
7.5,0.51,0.02,1.7,0.084,13.0,31.0,,3.36,0.54,10.5,1343.0,6
11.5,0.42,0.48,2.6,,,20.0,,3.09,0.53,11.0,1344.0,5
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,,10.2,1345.0,6
6.1,0.59,0.01,2.1,0.0559999999999999,5.0,13.0,0.99472,3.52,0.56,11.4,1346.0,5
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,1347.0,5
7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,1351.0,6
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,1353.0,5
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,1355.0,5
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,,10.1,1356.0,5
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,1357.0,6
7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,,9.5,1358.0,5
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,1359.0,6
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,1361.0,5
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,,10.0333333333333,1362.0,6
7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,1364.0,6
7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,,9.8,1366.0,5
6.9,0.54,0.3,2.2,0.088,9.0,,0.99725,3.25,1.18,10.5,1367.0,6
8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,1368.0,6
8.7,0.78,0.51,,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,1370.0,5
7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.03,11.6,1371.0,6
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,1372.0,5
8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,,,1376.0,5
7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,1378.0,6
,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,1379.0,6
7.5,0.57,0.02,2.6,,11.0,35.0,0.99557,3.36,0.62,,1380.0,6
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,1382.0,5
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,1383.0,5
7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,,9.5,1384.0,5
8.0,0.81,0.25,3.4,0.076,34.0,85.0,0.99668,3.19,0.42,9.2,1385.0,5
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,1386.0,5
6.6,0.64,0.31,6.1,0.083,,49.0,0.99718,3.35,0.68,10.3,1388.0,5
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,,12.5,1390.0,6
8.0,,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,1391.0,5
7.1,0.62,0.06,1.3,0.07,5.0,12.0,,3.17,0.48,9.8,1392.0,5
8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,1393.0,5
,0.685,0.1,1.6,0.092,3.0,12.0,0.99745,3.31,,9.55,1395.0,6
,0.675,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.55,1396.0,5
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,,5
7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72,11.1,1399.0,6
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,,5
7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.9963,3.44,0.82,11.9,1402.0,6
,0.33,0.33,1.7,0.061,3.0,13.0,0.996,3.23,1.1,10.0,1403.0,8
8.0,0.5,0.39,2.6,0.0819999999999999,12.0,46.0,0.9985,3.43,0.62,10.7,1404.0,6
8.2,0.24,0.34,,0.062,8.0,22.0,0.9974,3.22,0.94,,1406.0,6
,0.51,,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,1407.0,6
8.1,0.29,,2.2,0.048,35.0,53.0,0.995,3.27,,12.4,1408.0,7
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,1409.0,6
6.6,0.96,0.0,1.8,0.0819999999999999,5.0,16.0,0.9936,3.5,0.44,11.9,1410.0,6
6.4,0.47,,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,,1411.0,6
8.2,0.24,0.34,5.1,0.062,8.0,22.0,,3.22,0.94,10.9,1412.0,6
9.9,0.57,0.25,,0.104,12.0,89.0,0.9963,3.04,0.9,10.1,1413.0,5
,0.32,0.59,,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,1414.0,5
6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.9966,3.56,0.84,9.4,1415.0,5
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,1416.0,5
7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,3.35,0.77,12.1,1417.0,7
7.8,0.53,0.01,,0.077,3.0,19.0,0.995,3.16,0.46,9.8,1418.0,5
7.7,0.64,0.21,2.2,0.077,,133.0,0.9956,3.27,0.45,9.9,1419.0,5
7.8,0.53,0.01,1.6,0.077,3.0,19.0,,3.16,0.46,,1420.0,5
7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.9965,3.34,0.58,9.4,1421.0,5
7.0,0.54,,2.1,0.079,39.0,55.0,0.9956,3.39,0.84,11.4,1422.0,6
6.4,0.53,0.09,3.9,0.123,14.0,31.0,0.9968,3.5,0.67,11.0,1423.0,4
7.6,0.41,0.33,2.5,,6.0,23.0,0.9957,3.3,0.58,11.2,1427.0,5
7.8,0.64,0.0,1.9,0.072,27.0,55.0,0.9962,3.31,0.63,11.0,1428.0,5
7.9,0.18,,2.2,0.049,38.0,67.0,0.996,3.33,0.93,11.3,1429.0,5
7.4,0.41,0.24,1.8,0.066,18.0,47.0,0.9956,3.37,0.62,10.4,1430.0,5
7.6,0.43,0.31,2.1,0.069,13.0,74.0,0.9958,3.26,0.54,9.9,1431.0,6
6.1,0.4,0.16,1.8,0.069,11.0,25.0,0.9955,3.42,0.74,10.1,1433.0,7
10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,1434.0,6
10.0,0.38,0.38,1.6,0.1689999999999999,27.0,90.0,0.99914,3.15,0.65,8.5,1436.0,5
6.8,0.915,0.29,4.8,0.07,15.0,39.0,0.99577,3.53,0.54,11.1,1437.0,5
7.0,0.59,0.0,,0.052,3.0,8.0,,3.41,0.47,10.3,1438.0,5
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.066666666666698,1439.0,6
6.9,0.58,0.2,1.75,0.0579999999999999,8.0,22.0,0.99322,3.38,0.49,11.7,1443.0,5
7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.6,1445.0,6
6.8,0.67,0.0,1.9,0.08,22.0,39.0,0.99701,3.4,0.74,9.7,1447.0,5
7.2,0.38,0.31,2.0,0.0559999999999999,15.0,29.0,0.99472,3.23,,11.3,1449.0,8
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,1450.0,7
7.8,0.32,0.44,2.7,0.104,8.0,17.0,0.99732,3.33,0.78,11.0,1451.0,7
6.6,0.58,0.02,2.0,0.062,37.0,53.0,0.99374,3.35,0.76,11.6,1452.0,7
11.7,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,10.9,1454.0,6
6.5,0.9,0.0,1.6,0.052,,17.0,0.99467,3.5,0.63,,1455.0,6
7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,1457.0,5
8.4,0.29,0.4,1.7,0.067,8.0,20.0,0.99603,3.39,0.6,10.5,1458.0,5
7.9,0.2,0.35,1.7,0.054,7.0,15.0,,3.32,0.8,11.9,1459.0,7
,0.42,0.09,,0.054,34.0,64.0,0.99724,3.41,0.68,10.4,1460.0,6
6.2,0.785,0.0,,0.06,6.0,13.0,0.99664,3.59,0.61,10.0,1461.0,4
6.9,0.63,0.01,2.4,0.076,14.0,39.0,0.99522,3.34,0.53,10.8,,6
6.8,0.59,0.1,1.7,0.063,34.0,,0.9958,3.41,,9.7,1464.0,5
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,1466.0,7
6.7,1.04,0.08,2.3,0.067,19.0,32.0,0.99648,3.52,0.57,11.0,1467.0,4
7.3,0.48,,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,1468.0,7
7.3,0.98,0.05,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,9.7,,3
10.0,0.69,0.11,1.4,0.084,8.0,24.0,0.99578,2.88,0.47,9.7,1470.0,5
6.7,0.7,,3.75,0.067,8.0,16.0,0.99334,3.43,0.52,12.6,1471.0,5
7.6,0.35,0.6,2.6,0.073,23.0,44.0,0.99656,3.38,0.79,11.1,,6
,0.6,0.08,1.8,0.071,14.0,45.0,0.99336,3.38,0.54,11.0,1473.0,5
9.9,,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,1474.0,5
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.566666666666698,1475.0,7
9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,1476.0,5
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.6,1477.0,7
,0.875,0.05,5.7,0.0819999999999999,3.0,14.0,0.99808,3.4,0.52,10.2,1478.0,3
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,,5
5.6,0.62,0.03,1.5,0.08,6.0,,0.99498,3.66,0.62,10.1,1480.0,4
8.2,0.28,0.6,3.0,0.104,,22.0,0.99828,3.39,0.68,10.6,1481.0,5
8.1,0.33,0.44,1.5,0.042,6.0,12.0,0.99542,3.35,0.61,10.7,1483.0,5
7.0,0.655,0.16,2.1,0.074,,25.0,0.99606,,0.55,9.7,1485.0,5
6.8,0.68,0.21,2.1,0.07,9.0,23.0,0.99546,3.38,0.6,10.3,1486.0,5
6.0,0.64,0.05,1.9,0.066,9.0,17.0,0.99496,3.52,0.78,10.6,1487.0,5
5.6,0.54,0.04,1.7,0.049,,13.0,,3.72,0.58,11.4,1488.0,5
7.1,0.22,0.49,1.8,0.039,8.0,18.0,0.99344,3.39,0.56,12.4,1490.0,6
6.2,0.65,0.06,1.6,0.05,6.0,18.0,0.99348,3.57,0.54,,1492.0,5
7.7,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,1493.0,5
6.4,0.31,0.09,1.4,0.066,15.0,28.0,0.99459,3.42,0.7,10.0,1494.0,7
7.0,0.43,0.02,1.9,0.08,15.0,,0.99492,3.35,0.81,10.6,1495.0,6
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,1497.0,6
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,1499.0,6
7.8,0.82,0.29,4.3,0.083,21.0,64.0,0.99642,3.16,0.53,9.4,1501.0,5
6.2,0.44,0.39,2.5,0.077,6.0,14.0,0.99555,3.51,0.69,11.0,1503.0,6
7.5,0.38,0.57,2.3,,5.0,12.0,0.99605,,0.55,11.4,1504.0,6
6.7,0.76,0.02,1.8,0.078,6.0,12.0,0.996,3.55,0.63,9.95,1505.0,3
,0.81,0.05,2.0,0.07,6.0,14.0,0.99562,3.51,0.66,10.8,1506.0,6
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,,6
7.1,0.27,0.6,2.1,0.074,17.0,25.0,0.99814,3.38,0.72,10.6,1508.0,6
7.9,0.18,0.4,1.8,0.062,7.0,20.0,0.9941,3.28,0.7,11.1,1509.0,5
6.4,0.36,0.21,,0.047,26.0,48.0,0.99661,3.47,0.77,9.7,,6
7.1,0.69,0.04,2.1,,19.0,27.0,0.99712,3.44,0.67,9.8,1511.0,5
,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,,1514.0,6
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.25,1515.0,6
6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,1517.0,6
7.4,0.47,0.46,2.2,0.114,7.0,20.0,0.99647,3.32,,10.5,1518.0,5
6.6,0.7,0.08,2.6,0.106,14.0,27.0,0.99665,3.44,0.58,10.2,1519.0,5
6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,,10.6,1522.0,5
6.8,0.48,0.25,2.0,0.076,29.0,61.0,0.9953,3.34,0.6,10.4,1523.0,5
,0.48,0.08,2.1,0.064,18.0,34.0,0.99552,3.33,0.64,9.7,1525.0,5
6.8,0.47,0.08,2.2,0.064,18.0,38.0,0.99553,3.3,0.65,9.6,1526.0,6
7.9,0.29,0.49,2.2,0.096,21.0,59.0,0.99714,3.31,0.67,10.1,1528.0,6
7.1,0.69,0.08,2.1,0.063,42.0,52.0,0.99608,3.42,0.6,10.2,1529.0,6
6.6,0.44,0.09,2.2,0.063,9.0,18.0,0.99444,3.42,0.69,11.3,1530.0,6
6.1,,0.1,2.8,0.081,13.0,28.0,0.99631,3.6,0.66,10.2,1531.0,5
,0.53,0.13,2.0,0.0579999999999999,18.0,22.0,0.99573,3.21,0.68,9.9,1532.0,6
8.0,0.39,0.3,1.9,0.074,32.0,84.0,0.99717,3.39,0.61,9.0,1533.0,5
6.6,0.56,,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,1534.0,7
7.0,0.55,0.13,,0.075,15.0,35.0,0.9959,3.36,0.59,9.7,1535.0,6
6.2,0.64,0.09,2.5,0.081,15.0,26.0,0.99538,3.57,,,1538.0,5
6.2,0.52,0.08,4.4,0.071,11.0,32.0,0.99646,3.56,0.63,11.6,1540.0,6
8.4,0.37,0.43,2.3,0.063,,19.0,0.9955,3.17,0.81,11.2,1544.0,7
6.5,0.63,0.33,1.8,0.059,16.0,,0.99531,3.36,0.64,10.1,1545.0,6
7.0,0.57,0.02,2.0,0.072,17.0,26.0,0.99575,3.36,0.61,10.2,1546.0,5
11.2,0.4,,2.0,0.099,19.0,50.0,0.99783,3.1,0.58,10.4,1548.0,5
7.4,0.36,0.3,1.8,0.074,17.0,24.0,0.99419,3.24,0.7,11.4,,8
7.1,0.67,0.0,2.3,0.083,18.0,27.0,,3.44,0.54,9.4,1551.0,5
6.3,0.68,0.01,3.7,0.103,32.0,54.0,0.99586,3.51,0.66,11.3,1552.0,6
7.3,0.735,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,1553.0,5
7.0,0.56,0.17,1.7,0.065,15.0,24.0,0.99514,3.44,0.68,10.55,1555.0,7
6.6,0.88,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,1556.0,5
6.6,0.855,0.02,2.4,,15.0,23.0,0.99627,3.54,0.6,11.0,1557.0,6
6.9,,0.33,6.7,0.235,66.0,115.0,0.99787,3.22,0.56,9.5,1558.0,5
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,,9.9,1559.0,5
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,,0.52,9.9,1560.0,5
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,1561.0,5
